host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,neighbourhood_group_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,instant_bookable,reviews_per_month,gender,#amenities,first_review_year,last_review_year,host_since_year,shared_bathroom,review_scores_rating
"New York, United States",within a day,<= 99,<= 78,t,other,t,t,other,Brooklyn,Entire rental unit,Entire home/apt,> 3,<= 1,<= 1,(1 - 2],(100 - 200],> 12,<= 1,0,f,(0.15 - 0.73],male,> 32,> 6,<= 2,> 9,0,4.8
"New York, NY",within an hour,> 99,> 98,t,other,t,t,other,Brooklyn,Entire rental unit,Entire home/apt,> 3,<= 1,> 1,> 2,(100 - 200],> 12,<= 1,0,f,(0.15 - 0.73],male,> 32,<= 2,<= 2,(6 - 9],0,4.85
"New York, NY",NA,NA,NA,f,Upper East Side,t,t,Upper East Side,Manhattan,Entire rental unit,Entire home/apt,(2 - 3],<= 1,<= 1,(1 - 2],(100 - 200],<= 1,<= 1,0,f,<= 0.15,male,<= 16,> 6,> 2,> 9,0,5.0
"New York, NY",within an hour,> 99,> 98,t,Bedford-Stuyvesant,t,t,Bedford-Stuyvesant,Brooklyn,Private room in townhouse,Private room,<= 2,<= 1,<= 1,<= 1,<= 100,> 12,<= 1,0,t,> 0.73,male,> 32,> 6,<= 2,> 9,1,4.88
"New York, United States",within a few hours,> 99,<= 78,t,Bedford-Stuyvesant,t,t,Bedford-Stuyvesant,Brooklyn,Private room in townhouse,Private room,<= 2,<= 1,<= 1,<= 1,(100 - 200],> 12,> 1,0,f,(0.15 - 0.73],female,> 32,> 6,<= 2,> 9,0,5.0
other,within an hour,> 99,> 98,t,Park Slope,t,t,other,Brooklyn,Entire rental unit,Entire home/apt,(2 - 3],NA,<= 1,NA,NA,> 12,> 1,0,f,(0.15 - 0.73],male,> 32,<= 2,<= 2,(6 - 9],0,4.75
"New York, NY",within a few hours,> 99,<= 78,f,other,t,t,Chelsea,Manhattan,Entire rental unit,Entire home/apt,<= 2,<= 1,<= 1,<= 1,> 200,(1 - 12],> 1,0,f,(0.15 - 0.73],female,> 32,<= 2,<= 2,(6 - 9],0,5.0
"New York, NY",within an hour,> 99,> 98,t,Upper East Side,t,t,Upper East Side,Manhattan,Private room in rental unit,Private room,<= 2,<= 1,> 1,<= 1,(100 - 200],> 12,<= 1,0,f,> 0.73,unknown,(16 - 32],(2 - 6],<= 2,> 9,1,4.93
"New York, NY",within an hour,> 99,(78 - 98],f,Bushwick,t,t,Bushwick,Brooklyn,Entire rental unit,Entire home/apt,(2 - 3],<= 1,<= 1,<= 1,(100 - 200],(1 - 12],> 1,1,f,(0.15 - 0.73],male,> 32,<= 2,<= 2,(6 - 9],0,5.0
"New York, NY",within an hour,<= 99,> 98,f,other,t,t,Williamsburg,Brooklyn,Entire rental unit,Entire home/apt,> 3,<= 1,> 1,(1 - 2],(100 - 200],> 12,> 1,0,f,> 0.73,male,(16 - 32],(2 - 6],<= 2,<= 6,0,4.69
"New York, NY",within an hour,> 99,(78 - 98],f,other,t,t,Upper West Side,Manhattan,Entire rental unit,Entire home/apt,> 3,<= 1,> 1,(1 - 2],(100 - 200],<= 1,<= 1,1,t,> 0.73,female,(16 - 32],<= 2,<= 2,(6 - 9],0,3.0
"New York, NY",within an hour,> 99,<= 78,t,other,t,t,East Village,Manhattan,Entire rental unit,Entire home/apt,(2 - 3],<= 1,> 1,(1 - 2],(100 - 200],> 12,> 1,1,f,> 0.73,male,(16 - 32],<= 2,<= 2,(6 - 9],0,4.72
other,within an hour,> 99,> 98,f,other,t,t,other,Manhattan,Private room in rental unit,Private room,<= 2,<= 1,<= 1,<= 1,(100 - 200],(1 - 12],> 1,0,t,(0.15 - 0.73],female,(16 - 32],<= 2,<= 2,<= 6,0,1.0
"New York, NY",within an hour,<= 99,(78 - 98],t,Williamsburg,t,t,other,Manhattan,Entire rental unit,Entire home/apt,> 3,> 1,> 1,> 2,> 200,<= 1,<= 1,0,f,(0.15 - 0.73],unknown,> 32,<= 2,<= 2,> 9,0,5.0
"New York, NY",within an hour,> 99,(78 - 98],f,Chelsea,t,t,Upper West Side,Manhattan,Entire rental unit,Entire home/apt,<= 2,<= 1,<= 1,<= 1,(100 - 200],<= 1,<= 1,0,f,(0.15 - 0.73],unknown,(16 - 32],<= 2,<= 2,(6 - 9],0,5.0
"New York, NY",within an hour,> 99,(78 - 98],t,other,t,t,Financial District,Manhattan,Room in hotel,Private room,<= 2,<= 1,<= 1,<= 1,> 200,> 12,> 1,>1,f,> 0.73,unknown,(16 - 32],<= 2,<= 2,<= 6,0,4.69
other,within a few hours,> 99,<= 78,f,Harlem,t,t,Harlem,Manhattan,Entire rental unit,Entire home/apt,> 3,<= 1,<= 1,> 2,> 200,> 12,<= 1,0,f,(0.15 - 0.73],female,(16 - 32],> 6,> 2,> 9,0,4.64
"New York, NY",within a few hours,> 99,(78 - 98],f,Jamaica,t,t,other,Queens,Private room in home,Private room,<= 2,NA,NA,NA,NA,> 12,> 1,0,f,> 0.73,female,> 32,<= 2,<= 2,<= 6,1,4.81
"New York, NY",within an hour,> 99,(78 - 98],t,other,t,t,other,Brooklyn,Entire rental unit,Entire home/apt,(2 - 3],<= 1,<= 1,<= 1,(100 - 200],(1 - 12],> 1,1,f,(0.15 - 0.73],male,> 32,<= 2,<= 2,<= 6,0,5.0
"New York, NY",within an hour,> 99,(78 - 98],f,Chelsea,t,t,Upper West Side,Manhattan,Entire rental unit,Entire home/apt,<= 2,<= 1,<= 1,<= 1,(100 - 200],<= 1,<= 1,0,f,> 0.73,unknown,(16 - 32],<= 2,<= 2,(6 - 9],0,5.0
other,within an hour,> 99,> 98,f,Bushwick,t,t,Bushwick,Brooklyn,Private room in rental unit,Private room,<= 2,> 1,<= 1,<= 1,(100 - 200],(1 - 12],> 1,>1,f,> 0.73,unknown,> 32,<= 2,<= 2,<= 6,1,5.0
other,NA,NA,> 98,f,other,f,t,other,Bronx,Private room in home,Private room,<= 2,<= 1,<= 1,<= 1,<= 100,(1 - 12],> 1,0,f,(0.15 - 0.73],female,(16 - 32],<= 2,<= 2,<= 6,1,4.67
"New York, NY",within an hour,> 99,(78 - 98],f,Greenpoint,t,t,Williamsburg,Brooklyn,Private room in rental unit,Private room,<= 2,<= 1,<= 1,<= 1,(100 - 200],> 12,> 1,1,f,> 0.73,female,(16 - 32],(2 - 6],<= 2,(6 - 9],1,4.83
"New York, NY",within a few hours,<= 99,<= 78,t,Bushwick,t,t,East Flatbush,Brooklyn,Private room in rental unit,Private room,<= 2,<= 1,<= 1,<= 1,<= 100,(1 - 12],<= 1,0,f,<= 0.15,unknown,> 32,<= 2,<= 2,(6 - 9],0,5.0
other,within an hour,> 99,(78 - 98],f,Bedford-Stuyvesant,t,t,Bedford-Stuyvesant,Brooklyn,Private room in condo,Private room,<= 2,<= 1,<= 1,<= 1,<= 100,(1 - 12],> 1,0,f,(0.15 - 0.73],unknown,> 32,<= 2,<= 2,<= 6,1,4.5
other,within a few hours,> 99,> 98,f,Bedford-Stuyvesant,t,t,Bedford-Stuyvesant,Brooklyn,Entire rental unit,Entire home/apt,> 3,<= 1,> 1,> 2,(100 - 200],> 12,> 1,0,f,(0.15 - 0.73],male,(16 - 32],> 6,<= 2,> 9,0,4.79
other,within an hour,> 99,> 98,t,other,t,t,other,Manhattan,Entire rental unit,Entire home/apt,> 3,<= 1,<= 1,(1 - 2],(100 - 200],> 12,> 1,0,t,> 0.73,unknown,> 32,<= 2,<= 2,<= 6,0,4.72
other,within a few hours,> 99,> 98,f,other,t,t,Williamsburg,Brooklyn,Entire rental unit,Entire home/apt,<= 2,<= 1,<= 1,<= 1,> 200,(1 - 12],<= 1,0,t,(0.15 - 0.73],unknown,<= 16,<= 2,<= 2,(6 - 9],0,5.0
"New York, United States",within an hour,> 99,> 98,,Bushwick,t,t,Bushwick,Brooklyn,other,Entire home/apt,<= 2,<= 1,> 1,(1 - 2],> 200,> 12,> 1,>1,f,> 0.73,male,> 32,<= 2,<= 2,(6 - 9],0,4.86
other,NA,NA,NA,f,Bedford-Stuyvesant,t,t,Bedford-Stuyvesant,Brooklyn,Entire rental unit,Entire home/apt,> 3,<= 1,> 1,> 2,> 200,> 12,> 1,0,f,> 0.73,unknown,> 32,<= 2,<= 2,<= 6,0,4.86
"New York, United States",within an hour,> 99,> 98,f,other,t,t,other,Brooklyn,Entire home,Entire home/apt,> 3,> 1,> 1,(1 - 2],> 200,(1 - 12],> 1,1,f,> 0.73,male,> 32,<= 2,<= 2,> 9,0,5.0
other,within an hour,> 99,> 98,f,other,t,t,Financial District,Manhattan,Entire rental unit,Entire home/apt,> 3,<= 1,<= 1,(1 - 2],> 200,> 12,> 1,0,t,> 0.73,unknown,<= 16,<= 2,<= 2,<= 6,0,4.44
"New York, NY",NA,NA,NA,f,Jamaica,t,t,other,Queens,Private room in home,Private room,<= 2,<= 1,<= 1,<= 1,(100 - 200],(1 - 12],<= 1,0,f,<= 0.15,male,> 32,(2 - 6],> 2,<= 6,1,5.0
"New York, United States",within a few hours,> 99,> 98,f,other,t,t,other,Bronx,Private room in rental unit,Private room,<= 2,<= 1,<= 1,<= 1,<= 100,(1 - 12],<= 1,0,t,<= 0.15,unknown,> 32,(2 - 6],<= 2,<= 6,1,5.0
"New York, United States",NA,NA,NA,f,Bushwick,t,f,Bushwick,Brooklyn,Private room in rental unit,Private room,<= 2,NA,NA,NA,NA,> 12,<= 1,0,f,(0.15 - 0.73],unknown,<= 16,(2 - 6],> 2,<= 6,1,4.59
"New York, United States",NA,NA,<= 78,f,other,t,t,other,Queens,Private room in home,Private room,<= 2,<= 1,<= 1,<= 1,<= 100,> 12,<= 1,0,f,(0.15 - 0.73],unknown,(16 - 32],(2 - 6],<= 2,<= 6,0,4.89
other,within an hour,> 99,> 98,f,other,t,t,other,Manhattan,Private room in rental unit,Private room,<= 2,<= 1,<= 1,<= 1,(100 - 200],> 12,> 1,>1,t,> 0.73,unknown,(16 - 32],(2 - 6],<= 2,<= 6,1,4.47
"New York, NY",within a few hours,> 99,(78 - 98],f,Upper West Side,t,t,Upper West Side,Manhattan,Entire rental unit,Entire home/apt,<= 2,<= 1,<= 1,<= 1,(100 - 200],(1 - 12],<= 1,0,f,(0.15 - 0.73],male,(16 - 32],(2 - 6],<= 2,> 9,0,4.67
"New York, NY",within an hour,> 99,> 98,f,other,t,t,Midtown,Manhattan,Private room in rental unit,Private room,> 3,<= 1,<= 1,> 2,(100 - 200],(1 - 12],> 1,0,t,> 0.73,female,(16 - 32],<= 2,<= 2,<= 6,0,4.14
other,within an hour,> 99,(78 - 98],f,Bedford-Stuyvesant,t,t,Bedford-Stuyvesant,Brooklyn,Private room in rental unit,Private room,<= 2,<= 1,<= 1,<= 1,<= 100,(1 - 12],> 1,0,f,(0.15 - 0.73],unknown,> 32,<= 2,<= 2,<= 6,1,4.17
"New York, United States",within a day,<= 99,<= 78,f,Upper West Side,t,t,Upper West Side,Manhattan,Entire rental unit,Entire home/apt,> 3,> 1,> 1,> 2,(100 - 200],(1 - 12],<= 1,0,f,<= 0.15,female,<= 16,> 6,> 2,> 9,0,4.4
"New York, NY",within an hour,> 99,(78 - 98],t,other,t,t,Financial District,Manhattan,Room in hotel,Private room,<= 2,<= 1,<= 1,<= 1,> 200,(1 - 12],> 1,0,f,(0.15 - 0.73],unknown,(16 - 32],<= 2,<= 2,<= 6,0,5.0
"New York, NY",within an hour,> 99,<= 78,f,other,t,t,Harlem,Manhattan,other,Shared room,<= 2,<= 1,NA,<= 1,<= 100,<= 1,<= 1,1,f,> 0.73,male,<= 16,<= 2,<= 2,<= 6,1,5.0
"New York, NY",within an hour,> 99,> 98,t,Upper West Side,t,t,Upper West Side,Manhattan,Entire rental unit,Entire home/apt,> 3,> 1,> 1,> 2,> 200,(1 - 12],> 1,0,f,<= 0.15,unknown,> 32,> 6,<= 2,> 9,0,5.0
"New York, NY",within an hour,> 99,> 98,f,other,t,t,Midtown,Manhattan,Entire rental unit,Entire home/apt,> 3,<= 1,<= 1,(1 - 2],> 200,> 12,> 1,>1,t,> 0.73,male,(16 - 32],<= 2,<= 2,(6 - 9],0,4.68
other,within an hour,> 99,(78 - 98],f,Bedford-Stuyvesant,t,t,Bedford-Stuyvesant,Brooklyn,Private room in rental unit,Private room,<= 2,<= 1,<= 1,<= 1,<= 100,<= 1,<= 1,0,f,(0.15 - 0.73],unknown,> 32,<= 2,<= 2,<= 6,0,3.0
other,within an hour,> 99,> 98,t,Williamsburg,t,t,Bedford-Stuyvesant,Brooklyn,Private room in rental unit,Private room,<= 2,<= 1,<= 1,<= 1,(100 - 200],> 12,> 1,>1,f,> 0.73,female,(16 - 32],<= 2,<= 2,<= 6,0,4.92
other,within an hour,> 99,(78 - 98],f,Bedford-Stuyvesant,t,t,Bedford-Stuyvesant,Brooklyn,Private room in condo,Private room,<= 2,> 1,<= 1,<= 1,<= 100,(1 - 12],<= 1,0,f,(0.15 - 0.73],unknown,> 32,(2 - 6],<= 2,<= 6,1,4.25
"New York, United States",within an hour,> 99,> 98,t,Bushwick,t,t,Bushwick,Brooklyn,Private room in rental unit,Private room,<= 2,<= 1,<= 1,<= 1,(100 - 200],> 12,> 1,>1,f,> 0.73,male,(16 - 32],<= 2,<= 2,(6 - 9],0,4.96
"New York, NY",within a day,<= 99,<= 78,f,other,t,t,other,Manhattan,Entire rental unit,Entire home/apt,> 3,<= 1,> 1,> 2,> 200,> 12,<= 1,0,f,<= 0.15,female,> 32,> 6,> 2,> 9,0,4.29
"New York, NY",NA,NA,> 98,f,Upper West Side,t,t,Upper West Side,Manhattan,Private room in rental unit,Private room,<= 2,<= 1,<= 1,<= 1,<= 100,> 12,> 1,0,f,(0.15 - 0.73],female,> 32,(2 - 6],<= 2,> 9,1,5.0
"New York, NY",within an hour,<= 99,(78 - 98],t,Williamsburg,t,t,other,Manhattan,Entire rental unit,Entire home/apt,> 3,> 1,> 1,> 2,> 200,<= 1,<= 1,0,f,(0.15 - 0.73],unknown,> 32,<= 2,<= 2,> 9,0,5.0
"New York, NY",NA,NA,NA,t,Bedford-Stuyvesant,t,t,Bedford-Stuyvesant,Brooklyn,Private room in home,Private room,<= 2,<= 1,<= 1,> 2,(100 - 200],> 12,> 1,0,f,> 0.73,unknown,(16 - 32],> 6,<= 2,> 9,1,4.82
other,within a few hours,> 99,> 98,f,Upper West Side,t,f,Upper West Side,Manhattan,Entire rental unit,Entire home/apt,> 3,> 1,> 1,> 2,> 200,> 12,<= 1,0,f,(0.15 - 0.73],female,> 32,(2 - 6],<= 2,> 9,0,4.83
"New York, NY",within a few hours,> 99,<= 78,f,Williamsburg,t,t,Williamsburg,Brooklyn,Entire rental unit,Entire home/apt,> 3,> 1,<= 1,(1 - 2],> 200,(1 - 12],> 1,1,f,<= 0.15,female,> 32,(2 - 6],<= 2,> 9,0,5.0
"New York, NY",within an hour,> 99,(78 - 98],f,other,t,t,Kips Bay,Manhattan,Entire rental unit,Entire home/apt,(2 - 3],<= 1,<= 1,<= 1,> 200,(1 - 12],> 1,1,f,(0.15 - 0.73],unknown,> 32,<= 2,<= 2,(6 - 9],0,5.0
"New York, NY",within an hour,> 99,(78 - 98],f,Chelsea,t,t,Upper West Side,Manhattan,Entire rental unit,Entire home/apt,(2 - 3],<= 1,<= 1,<= 1,> 200,<= 1,<= 1,0,f,> 0.73,unknown,(16 - 32],<= 2,<= 2,(6 - 9],0,5.0
other,within an hour,> 99,> 98,f,other,t,t,Bedford-Stuyvesant,Brooklyn,Entire rental unit,Entire home/apt,(2 - 3],<= 1,<= 1,(1 - 2],<= 100,(1 - 12],> 1,1,t,(0.15 - 0.73],unknown,> 32,<= 2,<= 2,> 9,0,5.0
other,within an hour,<= 99,> 98,f,other,t,t,Upper West Side,Manhattan,Entire condo,Entire home/apt,> 3,> 1,> 1,> 2,> 200,> 12,> 1,0,t,> 0.73,female,> 32,<= 2,<= 2,<= 6,0,4.77
"New York, NY",within an hour,> 99,(78 - 98],t,other,t,t,other,Manhattan,Entire rental unit,Entire home/apt,(2 - 3],<= 1,<= 1,<= 1,> 200,> 12,> 1,>1,f,> 0.73,female,> 32,<= 2,<= 2,> 9,0,4.91
other,within an hour,> 99,> 98,t,other,t,t,Chelsea,Manhattan,Entire condo,Entire home/apt,<= 2,<= 1,<= 1,<= 1,> 200,> 12,> 1,0,f,> 0.73,female,(16 - 32],<= 2,<= 2,> 9,0,4.97
other,within a day,> 99,(78 - 98],f,other,t,t,Upper West Side,Manhattan,Room in hotel,Hotel room,<= 2,<= 1,<= 1,<= 1,> 200,<= 1,<= 1,0,t,(0.15 - 0.73],unknown,(16 - 32],<= 2,<= 2,<= 6,0,5.0
"New York, NY",within a few hours,<= 99,(78 - 98],f,Greenpoint,t,t,Greenpoint,Brooklyn,Entire rental unit,Entire home/apt,<= 2,<= 1,<= 1,(1 - 2],(100 - 200],> 12,> 1,>1,f,> 0.73,female,(16 - 32],> 6,<= 2,> 9,0,4.64
other,NA,NA,NA,t,Bedford-Stuyvesant,t,t,Bedford-Stuyvesant,Brooklyn,Entire rental unit,Entire home/apt,> 3,<= 1,> 1,> 2,(100 - 200],> 12,<= 1,0,f,> 0.73,female,> 32,(2 - 6],<= 2,(6 - 9],0,4.85
"New York, NY",within an hour,<= 99,> 98,f,other,t,t,Williamsburg,Brooklyn,Entire rental unit,Entire home/apt,> 3,<= 1,> 1,(1 - 2],(100 - 200],> 12,<= 1,0,f,> 0.73,male,(16 - 32],(2 - 6],<= 2,<= 6,0,4.5
"New York, NY",within an hour,> 99,> 98,t,Chelsea,t,t,Chelsea,Manhattan,Entire rental unit,Entire home/apt,> 3,<= 1,> 1,(1 - 2],> 200,> 12,> 1,0,f,> 0.73,male,> 32,> 6,<= 2,> 9,0,4.85
"New York, NY",within a day,> 99,<= 78,f,other,t,t,Upper East Side,Manhattan,Private room in rental unit,Private room,<= 2,<= 1,<= 1,<= 1,> 200,(1 - 12],<= 1,0,f,(0.15 - 0.73],female,<= 16,<= 2,<= 2,<= 6,1,5.0
other,within a day,<= 99,<= 78,f,other,t,t,other,Manhattan,Entire rental unit,Entire home/apt,(2 - 3],<= 1,<= 1,<= 1,(100 - 200],(1 - 12],<= 1,0,f,<= 0.15,male,<= 16,> 6,> 2,> 9,0,5.0
other,within an hour,> 99,> 98,f,Bushwick,t,t,Bushwick,Brooklyn,Private room in rental unit,Private room,<= 2,> 1,<= 1,<= 1,(100 - 200],(1 - 12],> 1,>1,f,> 0.73,unknown,> 32,<= 2,<= 2,<= 6,1,4.0
other,within an hour,> 99,<= 78,t,other,t,t,other,Manhattan,Entire rental unit,Entire home/apt,> 3,<= 1,<= 1,> 2,(100 - 200],(1 - 12],> 1,1,f,(0.15 - 0.73],male,(16 - 32],(2 - 6],<= 2,> 9,0,4.86
"New York, NY",within an hour,> 99,(78 - 98],f,Chelsea,t,t,Upper West Side,Manhattan,Entire rental unit,Entire home/apt,(2 - 3],<= 1,<= 1,<= 1,(100 - 200],<= 1,<= 1,0,f,<= 0.15,unknown,> 32,<= 2,<= 2,(6 - 9],0,4.0
other,within a day,<= 99,<= 78,f,other,t,t,East Village,Manhattan,Private room in rental unit,Private room,<= 2,<= 1,<= 1,<= 1,<= 100,<= 1,<= 1,0,f,<= 0.15,unknown,> 32,<= 2,<= 2,(6 - 9],0,5.0
"New York, United States",NA,NA,NA,f,Bushwick,t,t,Bushwick,Brooklyn,Private room in rental unit,Private room,<= 2,<= 1,<= 1,<= 1,(100 - 200],(1 - 12],<= 1,0,f,<= 0.15,unknown,<= 16,(2 - 6],> 2,> 9,1,4.4
"New York, NY",within an hour,> 99,> 98,f,Chelsea,t,t,Chelsea,Manhattan,Private room in rental unit,Private room,<= 2,<= 1,<= 1,(1 - 2],(100 - 200],(1 - 12],<= 1,0,f,<= 0.15,unknown,(16 - 32],(2 - 6],> 2,> 9,1,5.0
"New York, United States",within an hour,> 99,> 98,t,other,t,f,Williamsburg,Brooklyn,Private room in rental unit,Private room,<= 2,<= 1,> 1,(1 - 2],> 200,> 12,> 1,>1,t,> 0.73,female,> 32,<= 2,<= 2,(6 - 9],0,4.81
"New York, United States",within an hour,> 99,> 98,f,other,t,t,other,Brooklyn,Room in hotel,Private room,<= 2,NA,<= 1,NA,NA,> 12,> 1,0,t,> 0.73,unknown,(16 - 32],<= 2,<= 2,<= 6,0,3.78
other,within an hour,<= 99,(78 - 98],t,other,t,f,other,Brooklyn,Entire rental unit,Entire home/apt,(2 - 3],<= 1,<= 1,<= 1,(100 - 200],(1 - 12],> 1,1,f,(0.15 - 0.73],female,> 32,<= 2,<= 2,<= 6,0,4.7
"New York, NY",NA,NA,NA,f,other,t,f,Upper West Side,Manhattan,Entire rental unit,Entire home/apt,<= 2,<= 1,<= 1,<= 1,(100 - 200],(1 - 12],<= 1,0,f,(0.15 - 0.73],female,<= 16,<= 2,<= 2,<= 6,0,5.0
other,within a few hours,> 99,(78 - 98],f,Prospect Lefferts Gardens,t,t,other,Manhattan,Private room in rental unit,Private room,<= 2,<= 1,> 1,<= 1,<= 100,<= 1,<= 1,0,f,> 0.73,female,<= 16,<= 2,<= 2,<= 6,1,4.0
"New York, NY",within a few hours,<= 99,> 98,f,Flushing,t,t,Hell's Kitchen,Manhattan,Room in hotel,Private room,> 3,NA,<= 1,NA,NA,> 12,> 1,0,t,(0.15 - 0.73],unknown,(16 - 32],<= 2,<= 2,<= 6,0,3.88
"New York, NY",within a few hours,<= 99,> 98,f,Flushing,t,t,Hell's Kitchen,Manhattan,Room in hotel,Private room,<= 2,NA,<= 1,NA,NA,(1 - 12],<= 1,0,t,<= 0.15,unknown,<= 16,<= 2,<= 2,<= 6,0,3.0
"New York, NY",within a few hours,<= 99,> 98,f,Flushing,t,t,Hell's Kitchen,Manhattan,other,Private room,> 3,NA,<= 1,NA,NA,(1 - 12],<= 1,0,t,(0.15 - 0.73],unknown,(16 - 32],<= 2,<= 2,<= 6,0,3.25
"New York, NY",NA,NA,<= 78,f,Chelsea,t,t,West Village,Manhattan,Private room in rental unit,Private room,<= 2,<= 1,<= 1,<= 1,<= 100,> 12,<= 1,0,f,(0.15 - 0.73],female,> 32,> 6,<= 2,> 9,1,4.69
"New York, NY",within an hour,> 99,> 98,t,Williamsburg,t,f,Williamsburg,Brooklyn,Private room in rental unit,Private room,<= 2,<= 1,<= 1,<= 1,<= 100,(1 - 12],> 1,0,f,(0.15 - 0.73],male,(16 - 32],<= 2,<= 2,(6 - 9],1,5.0
other,within an hour,> 99,(78 - 98],f,Bedford-Stuyvesant,t,t,Bedford-Stuyvesant,Brooklyn,Private room in condo,Private room,<= 2,<= 1,<= 1,<= 1,<= 100,<= 1,<= 1,0,f,<= 0.15,unknown,> 32,<= 2,<= 2,<= 6,1,5.0
"New York, NY",within an hour,> 99,> 98,t,Williamsburg,t,f,Williamsburg,Brooklyn,Private room in home,Private room,<= 2,> 1,<= 1,<= 1,(100 - 200],(1 - 12],<= 1,0,t,<= 0.15,male,(16 - 32],> 6,<= 2,(6 - 9],1,4.5
"New York, NY",within an hour,> 99,(78 - 98],t,Bedford-Stuyvesant,t,t,Bedford-Stuyvesant,Brooklyn,Private room in rental unit,Private room,<= 2,> 1,<= 1,<= 1,<= 100,<= 1,<= 1,0,f,(0.15 - 0.73],female,> 32,<= 2,<= 2,<= 6,1,5.0
other,within a few hours,<= 99,(78 - 98],f,other,t,t,East Village,Manhattan,Entire loft,Entire home/apt,(2 - 3],<= 1,<= 1,<= 1,(100 - 200],(1 - 12],<= 1,0,t,(0.15 - 0.73],unknown,(16 - 32],(2 - 6],<= 2,<= 6,0,4.9
"New York, NY",within a few hours,> 99,<= 78,f,other,t,t,Chelsea,Manhattan,Entire rental unit,Entire home/apt,> 3,> 1,> 1,(1 - 2],> 200,(1 - 12],<= 1,0,f,(0.15 - 0.73],unknown,> 32,<= 2,<= 2,(6 - 9],0,5.0
"New York, NY",within a few hours,<= 99,(78 - 98],f,other,t,t,Upper West Side,Manhattan,Entire rental unit,Entire home/apt,> 3,<= 1,<= 1,<= 1,(100 - 200],(1 - 12],<= 1,0,f,<= 0.15,female,(16 - 32],<= 2,<= 2,> 9,0,4.5
"New York, NY",within an hour,<= 99,(78 - 98],t,Williamsburg,t,t,other,Manhattan,Entire rental unit,Entire home/apt,> 3,> 1,> 1,> 2,> 200,<= 1,<= 1,0,f,<= 0.15,unknown,> 32,<= 2,<= 2,> 9,0,5.0
"New York, NY",NA,NA,> 98,f,other,t,t,Upper West Side,Manhattan,Private room in rental unit,Private room,<= 2,<= 1,<= 1,<= 1,<= 100,> 12,<= 1,0,f,> 0.73,male,<= 16,> 6,<= 2,(6 - 9],1,4.59
"New York, NY",within an hour,<= 99,(78 - 98],t,Williamsburg,t,t,other,Manhattan,Entire loft,Entire home/apt,> 3,<= 1,> 1,(1 - 2],> 200,<= 1,<= 1,0,t,<= 0.15,unknown,> 32,<= 2,<= 2,> 9,0,5.0
"New York, NY",NA,NA,NA,f,Bedford-Stuyvesant,t,t,Bedford-Stuyvesant,Brooklyn,Entire townhouse,Entire home/apt,> 3,> 1,> 1,(1 - 2],> 200,(1 - 12],<= 1,0,f,<= 0.15,male,> 32,<= 2,<= 2,> 9,0,5.0
other,within an hour,<= 99,> 98,t,Astoria,t,t,other,Manhattan,Entire rental unit,Entire home/apt,> 3,> 1,> 1,(1 - 2],> 200,> 12,> 1,>1,t,> 0.73,male,> 32,<= 2,<= 2,> 9,0,5.0
other,NA,NA,<= 78,f,other,t,f,other,Queens,Entire rental unit,Entire home/apt,> 3,<= 1,> 1,> 2,> 200,> 12,<= 1,0,f,(0.15 - 0.73],male,> 32,(2 - 6],<= 2,(6 - 9],0,4.85
"New York, NY",within an hour,> 99,> 98,t,other,t,t,other,Bronx,Private room in home,Private room,<= 2,> 1,<= 1,<= 1,(100 - 200],> 12,> 1,0,f,> 0.73,male,> 32,<= 2,<= 2,<= 6,1,5.0
other,NA,NA,NA,f,other,t,t,Bedford-Stuyvesant,Brooklyn,Private room in rental unit,Private room,<= 2,NA,NA,NA,NA,(1 - 12],<= 1,0,f,<= 0.15,unknown,<= 16,(2 - 6],> 2,(6 - 9],1,5.0
"New York, NY",NA,NA,<= 78,f,other,t,t,other,Brooklyn,Entire rental unit,Entire home/apt,> 3,<= 1,> 1,(1 - 2],> 200,(1 - 12],<= 1,0,f,(0.15 - 0.73],male,> 32,(2 - 6],<= 2,> 9,0,5.0
"New York, NY",within an hour,> 99,(78 - 98],t,other,t,t,East Village,Manhattan,Entire rental unit,Entire home/apt,<= 2,<= 1,<= 1,<= 1,(100 - 200],(1 - 12],> 1,0,f,(0.15 - 0.73],male,> 32,<= 2,<= 2,(6 - 9],0,4.75
other,within an hour,> 99,NA,f,Bushwick,t,f,Bushwick,Brooklyn,Entire rental unit,Entire home/apt,> 3,<= 1,> 1,(1 - 2],> 200,(1 - 12],<= 1,0,f,(0.15 - 0.73],male,<= 16,<= 2,<= 2,(6 - 9],0,5.0
"New York, United States",NA,NA,NA,f,Park Slope,t,t,other,Brooklyn,Entire rental unit,Entire home/apt,<= 2,NA,<= 1,NA,NA,(1 - 12],<= 1,0,f,(0.15 - 0.73],female,> 32,<= 2,<= 2,<= 6,0,5.0
other,within an hour,> 99,(78 - 98],f,Bedford-Stuyvesant,t,t,Bedford-Stuyvesant,Brooklyn,Private room in condo,Private room,<= 2,> 1,<= 1,<= 1,<= 100,(1 - 12],<= 1,0,f,<= 0.15,unknown,> 32,<= 2,<= 2,<= 6,1,5.0
