host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_identity_verified,neighbourhood_group_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,instant_bookable,reviews_per_month,#amenities,first_review_year,last_review_year,host_since_year,shared_bathroom,review_scores_rating
within a few hours,>99.0,>98.0,f,Bushwick,t,Brooklyn,Entire rental unit,Entire home/apt,<=2.0,NA,<=1.0,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,>32.0,(2.0-6.0],<=2.0,<=6.0,0,4.4
NA,NA,NA,f,Upper West Side,t,Manhattan,Entire condo,Entire home/apt,<=2.0,NA,<=1.0,NA,NA,>12.0,<=1.0,0,f,(0.15-0.73],(16.0-32.0],>6.0,>2.0,>9.0,0,4.89
within an hour,>99.0,>98.0,t,other,t,Manhattan,Entire townhouse,Entire home/apt,<=2.0,NA,<=1.0,NA,NA,(1.0-12.0],>1.0,1,f,(0.15-0.73],>32.0,<=2.0,<=2.0,<=6.0,0,5.0
within a day,<=99.0,<=78.0,f,other,t,Brooklyn,Private room in rental unit,Private room,>3.0,>1.0,<=1.0,<=1.0,<=100.0,(1.0-12.0],<=1.0,0,f,<=0.15,>32.0,(2.0-6.0],<=2.0,>9.0,1,3.67
within an hour,>99.0,>98.0,t,other,t,Queens,Entire home,Entire home/apt,>3.0,NA,>1.0,NA,NA,>12.0,>1.0,0,f,(0.15-0.73],>32.0,>6.0,<=2.0,>9.0,0,4.6
NA,NA,NA,f,Bedford-Stuyvesant,t,Brooklyn,Private room in home,Private room,<=2.0,NA,>1.0,NA,NA,>12.0,<=1.0,0,f,<=0.15,(16.0-32.0],>6.0,>2.0,>9.0,0,5.0
NA,NA,>98.0,f,Crown Heights,t,Brooklyn,Private room in rental unit,Private room,<=2.0,NA,NA,NA,NA,(1.0-12.0],<=1.0,0,t,(0.15-0.73],(16.0-32.0],<=2.0,<=2.0,>9.0,1,4.36
a few days or more,<=99.0,>98.0,t,other,t,Queens,Private room in rental unit,Private room,<=2.0,NA,<=1.0,NA,NA,>12.0,<=1.0,0,f,>0.73,<=16.0,<=2.0,<=2.0,<=6.0,1,4.93
within an hour,>99.0,>98.0,t,other,t,Queens,Private room in home,Private room,<=2.0,<=1.0,<=1.0,<=1.0,(100.0-200.0],>12.0,<=1.0,0,f,>0.73,(16.0-32.0],>6.0,<=2.0,(6.0-9.0],0,4.73
NA,NA,NA,f,other,t,Bronx,Private room in rental unit,Private room,<=2.0,NA,NA,NA,NA,(1.0-12.0],<=1.0,0,f,(0.15-0.73],(16.0-32.0],<=2.0,<=2.0,<=6.0,0,3.63
NA,NA,NA,f,other,t,Manhattan,Entire rental unit,Entire home/apt,>3.0,NA,<=1.0,NA,NA,>12.0,<=1.0,0,f,(0.15-0.73],>32.0,(2.0-6.0],>2.0,(6.0-9.0],0,4.8
NA,NA,NA,f,Williamsburg,t,Brooklyn,Entire rental unit,Entire home/apt,(2.0-3.0],NA,<=1.0,NA,NA,<=1.0,<=1.0,0,f,<=0.15,<=16.0,<=2.0,<=2.0,<=6.0,0,4.0
within a day,<=99.0,(78.0-98.0],f,other,t,Manhattan,other,Entire home/apt,<=2.0,<=1.0,<=1.0,<=1.0,>200.0,(1.0-12.0],<=1.0,0,f,(0.15-0.73],>32.0,<=2.0,<=2.0,>9.0,0,4.92
NA,NA,NA,f,Upper East Side,t,Manhattan,Entire rental unit,Entire home/apt,<=2.0,NA,NA,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,<=16.0,>6.0,>2.0,>9.0,0,5.0
NA,NA,NA,f,Upper West Side,t,Manhattan,Private room in rental unit,Private room,<=2.0,NA,NA,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,<=16.0,>6.0,>2.0,>9.0,1,4.91
within a few hours,<=99.0,(78.0-98.0],f,Elmhurst,t,Queens,Private room in home,Private room,<=2.0,NA,NA,NA,NA,(1.0-12.0],>1.0,0,f,(0.15-0.73],<=16.0,<=2.0,<=2.0,<=6.0,1,5.0
NA,NA,NA,f,other,t,Manhattan,Private room in rental unit,Private room,<=2.0,NA,NA,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,<=16.0,(2.0-6.0],>2.0,<=6.0,1,5.0
NA,NA,NA,f,other,t,Manhattan,Entire condo,Entire home/apt,<=2.0,NA,<=1.0,NA,NA,>12.0,<=1.0,0,f,>0.73,(16.0-32.0],>6.0,>2.0,(6.0-9.0],0,4.73
within an hour,>99.0,>98.0,t,other,t,Manhattan,Entire rental unit,Entire home/apt,>3.0,>1.0,>1.0,>2.0,>200.0,(1.0-12.0],>1.0,1,t,(0.15-0.73],>32.0,<=2.0,<=2.0,>9.0,0,4.33
NA,NA,NA,t,Bedford-Stuyvesant,t,Brooklyn,Entire rental unit,Entire home/apt,(2.0-3.0],NA,<=1.0,NA,NA,>12.0,>1.0,0,f,>0.73,>32.0,<=2.0,<=2.0,>9.0,0,4.81
within a day,>99.0,<=78.0,f,Bedford-Stuyvesant,t,Brooklyn,Entire condo,Entire home/apt,<=2.0,NA,<=1.0,NA,NA,<=1.0,<=1.0,0,f,(0.15-0.73],>32.0,<=2.0,<=2.0,>9.0,0,5.0
NA,NA,NA,f,other,t,Manhattan,Entire rental unit,Entire home/apt,<=2.0,<=1.0,<=1.0,<=1.0,>200.0,>12.0,<=1.0,0,f,(0.15-0.73],(16.0-32.0],>6.0,>2.0,>9.0,0,4.65
NA,NA,NA,f,other,t,Queens,Private room in rental unit,Private room,<=2.0,NA,NA,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,<=16.0,(2.0-6.0],>2.0,>9.0,1,4.75
NA,NA,NA,f,other,t,Manhattan,Private room in rental unit,Private room,<=2.0,NA,<=1.0,NA,NA,<=1.0,<=1.0,0,f,<=0.15,<=16.0,(2.0-6.0],>2.0,>9.0,1,5.0
within a day,<=99.0,<=78.0,f,Hell's Kitchen,t,Manhattan,Entire rental unit,Entire home/apt,<=2.0,<=1.0,<=1.0,<=1.0,<=100.0,(1.0-12.0],<=1.0,0,f,<=0.15,<=16.0,>6.0,>2.0,(6.0-9.0],0,4.25
within an hour,>99.0,>98.0,f,other,t,Manhattan,Entire loft,Entire home/apt,>3.0,<=1.0,<=1.0,(1.0-2.0],>200.0,>12.0,>1.0,0,f,>0.73,(16.0-32.0],<=2.0,<=2.0,<=6.0,0,4.44
within a few hours,<=99.0,<=78.0,f,other,t,Manhattan,Entire condo,Entire home/apt,>3.0,<=1.0,<=1.0,(1.0-2.0],(100.0-200.0],<=1.0,<=1.0,0,f,<=0.15,<=16.0,<=2.0,<=2.0,>9.0,0,5.0
NA,NA,NA,f,Upper West Side,t,Manhattan,Entire rental unit,Entire home/apt,(2.0-3.0],NA,>1.0,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,<=16.0,>6.0,>2.0,>9.0,0,5.0
NA,NA,NA,f,Bushwick,t,Brooklyn,Entire rental unit,Entire home/apt,(2.0-3.0],NA,<=1.0,NA,NA,>12.0,<=1.0,0,f,(0.15-0.73],<=16.0,>6.0,>2.0,>9.0,0,4.26
NA,NA,NA,f,Bedford-Stuyvesant,t,Brooklyn,Private room in rental unit,Private room,<=2.0,NA,NA,NA,NA,<=1.0,<=1.0,0,f,<=0.15,<=16.0,>6.0,>2.0,>9.0,0,4.0
NA,NA,>98.0,f,other,t,Manhattan,Entire rental unit,Entire home/apt,<=2.0,NA,<=1.0,NA,NA,<=1.0,<=1.0,0,f,>0.73,<=16.0,<=2.0,<=2.0,<=6.0,0,4.0
NA,NA,NA,f,Crown Heights,t,Brooklyn,Entire rental unit,Entire home/apt,(2.0-3.0],NA,<=1.0,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,<=16.0,>6.0,>2.0,>9.0,0,4.0
NA,NA,NA,f,other,t,Brooklyn,Entire rental unit,Entire home/apt,<=2.0,NA,NA,NA,NA,>12.0,<=1.0,0,f,(0.15-0.73],<=16.0,>6.0,>2.0,>9.0,0,4.52
NA,NA,<=78.0,f,other,t,Brooklyn,Private room in rental unit,Private room,<=2.0,NA,>1.0,NA,NA,>12.0,<=1.0,0,f,<=0.15,(16.0-32.0],>6.0,<=2.0,>9.0,1,4.93
NA,NA,NA,f,Astoria,t,Queens,Private room in rental unit,Private room,<=2.0,NA,NA,NA,NA,<=1.0,<=1.0,0,f,<=0.15,<=16.0,>6.0,>2.0,>9.0,0,5.0
NA,NA,NA,f,Park Slope,t,Brooklyn,Entire rental unit,Entire home/apt,>3.0,NA,>1.0,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,<=16.0,>6.0,>2.0,>9.0,0,4.71
within an hour,>99.0,(78.0-98.0],f,other,t,Bronx,Private room in rental unit,Private room,<=2.0,>1.0,<=1.0,<=1.0,<=100.0,>12.0,<=1.0,0,f,<=0.15,<=16.0,>6.0,<=2.0,>9.0,1,5.0
within a few hours,<=99.0,<=78.0,f,other,t,Manhattan,Entire rental unit,Entire home/apt,<=2.0,<=1.0,<=1.0,<=1.0,<=100.0,>12.0,>1.0,0,f,(0.15-0.73],(16.0-32.0],(2.0-6.0],<=2.0,(6.0-9.0],0,4.6
NA,NA,<=78.0,f,Upper West Side,f,Manhattan,Entire rental unit,Entire home/apt,>3.0,NA,<=1.0,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,<=16.0,>6.0,>2.0,>9.0,0,4.11
NA,NA,NA,f,other,t,Brooklyn,Private room in rental unit,Private room,<=2.0,NA,NA,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,(16.0-32.0],>6.0,>2.0,>9.0,1,4.18
NA,NA,NA,f,other,t,Brooklyn,Entire rental unit,Entire home/apt,<=2.0,NA,<=1.0,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,<=16.0,>6.0,>2.0,>9.0,0,4.9
NA,NA,NA,f,other,t,Manhattan,Private room in rental unit,Private room,<=2.0,NA,NA,NA,NA,>12.0,<=1.0,0,f,(0.15-0.73],(16.0-32.0],>6.0,>2.0,>9.0,1,4.59
NA,NA,NA,f,Bushwick,t,Brooklyn,Entire rental unit,Entire home/apt,<=2.0,NA,<=1.0,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,<=16.0,>6.0,>2.0,>9.0,0,4.3
NA,NA,NA,f,other,t,Manhattan,Entire rental unit,Entire home/apt,(2.0-3.0],NA,<=1.0,NA,NA,>12.0,<=1.0,0,t,(0.15-0.73],<=16.0,>6.0,>2.0,>9.0,0,4.76
within an hour,>99.0,<=78.0,t,other,f,Manhattan,Entire rental unit,Entire home/apt,<=2.0,<=1.0,<=1.0,<=1.0,(100.0-200.0],>12.0,>1.0,0,f,(0.15-0.73],>32.0,(2.0-6.0],<=2.0,(6.0-9.0],0,4.88
NA,NA,NA,f,other,t,Brooklyn,Entire home,Entire home/apt,>3.0,NA,>1.0,NA,NA,>12.0,<=1.0,0,f,(0.15-0.73],<=16.0,>6.0,>2.0,>9.0,0,4.9
NA,NA,NA,f,other,t,Manhattan,Entire rental unit,Entire home/apt,<=2.0,NA,NA,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,<=16.0,>6.0,>2.0,>9.0,0,4.0
NA,NA,NA,f,other,t,Manhattan,Entire condo,Entire home/apt,>3.0,NA,>1.0,NA,NA,(1.0-12.0],<=1.0,0,t,<=0.15,<=16.0,>6.0,>2.0,>9.0,0,4.8
within a day,>99.0,NA,f,other,t,Brooklyn,Entire townhouse,Entire home/apt,>3.0,NA,>1.0,NA,NA,>12.0,<=1.0,0,f,(0.15-0.73],>32.0,>6.0,<=2.0,>9.0,0,4.93
NA,NA,NA,f,Greenpoint,t,Brooklyn,other,Private room,<=2.0,NA,<=1.0,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,<=16.0,>6.0,>2.0,>9.0,1,5.0
within a day,<=99.0,<=78.0,f,Hell's Kitchen,t,Manhattan,Entire rental unit,Entire home/apt,<=2.0,<=1.0,<=1.0,<=1.0,(100.0-200.0],(1.0-12.0],<=1.0,0,f,<=0.15,<=16.0,>6.0,<=2.0,(6.0-9.0],0,4.57
NA,NA,>98.0,t,Williamsburg,t,Brooklyn,Entire rental unit,Entire home/apt,>3.0,NA,<=1.0,NA,NA,(1.0-12.0],>1.0,0,f,<=0.15,(16.0-32.0],>6.0,<=2.0,>9.0,0,4.89
NA,NA,>98.0,t,other,t,Brooklyn,Private room in rental unit,Private room,<=2.0,<=1.0,<=1.0,<=1.0,<=100.0,(1.0-12.0],>1.0,0,f,(0.15-0.73],>32.0,<=2.0,<=2.0,(6.0-9.0],0,4.86
within an hour,>99.0,>98.0,,other,t,Brooklyn,Entire townhouse,Entire home/apt,>3.0,<=1.0,>1.0,>2.0,>200.0,>12.0,>1.0,>1,t,>0.73,>32.0,(2.0-6.0],<=2.0,>9.0,0,4.96
within an hour,>99.0,>98.0,f,other,t,Brooklyn,Private room in rental unit,Private room,<=2.0,>1.0,<=1.0,<=1.0,<=100.0,<=1.0,<=1.0,1,t,>0.73,(16.0-32.0],<=2.0,<=2.0,<=6.0,0,3.0
NA,NA,NA,f,Astoria,t,Queens,Entire rental unit,Entire home/apt,>3.0,NA,>1.0,NA,NA,>12.0,<=1.0,0,f,(0.15-0.73],(16.0-32.0],>6.0,>2.0,>9.0,0,4.5
NA,NA,NA,f,Elmhurst,t,Queens,Private room in rental unit,Private room,<=2.0,NA,NA,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,<=16.0,(2.0-6.0],>2.0,<=6.0,1,4.33
NA,NA,NA,f,other,t,Manhattan,Entire rental unit,Entire home/apt,<=2.0,NA,<=1.0,NA,NA,<=1.0,<=1.0,0,f,<=0.15,<=16.0,>6.0,>2.0,>9.0,0,5.0
NA,NA,NA,f,Upper West Side,t,Manhattan,Entire rental unit,Entire home/apt,<=2.0,NA,<=1.0,NA,NA,<=1.0,<=1.0,0,f,<=0.15,<=16.0,>6.0,>2.0,>9.0,0,5.0
NA,NA,NA,f,other,t,Manhattan,Private room in rental unit,Private room,<=2.0,NA,NA,NA,NA,>12.0,<=1.0,0,f,(0.15-0.73],<=16.0,>6.0,>2.0,>9.0,0,4.16
within an hour,>99.0,>98.0,f,other,t,Manhattan,Entire rental unit,Entire home/apt,<=2.0,<=1.0,<=1.0,<=1.0,(100.0-200.0],(1.0-12.0],>1.0,1,t,>0.73,>32.0,<=2.0,<=2.0,<=6.0,0,5.0
within a few hours,>99.0,(78.0-98.0],t,Crown Heights,t,Brooklyn,Entire condo,Entire home/apt,>3.0,NA,>1.0,NA,NA,>12.0,<=1.0,0,f,(0.15-0.73],>32.0,>6.0,<=2.0,>9.0,0,4.96
NA,NA,NA,f,Flatbush,t,Brooklyn,Private room in rental unit,Private room,<=2.0,NA,NA,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,<=16.0,>6.0,>2.0,>9.0,0,4.5
NA,NA,NA,f,Astoria,t,Queens,Private room in rental unit,Private room,<=2.0,NA,NA,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,<=16.0,>6.0,>2.0,>9.0,1,5.0
NA,NA,NA,f,Park Slope,t,Brooklyn,Entire condo,Entire home/apt,<=2.0,NA,<=1.0,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,(16.0-32.0],>6.0,>2.0,>9.0,0,5.0
within a few hours,<=99.0,<=78.0,f,Chelsea,t,Manhattan,Entire rental unit,Entire home/apt,<=2.0,NA,<=1.0,NA,NA,>12.0,<=1.0,0,f,<=0.15,<=16.0,>6.0,<=2.0,>9.0,0,4.94
within an hour,<=99.0,(78.0-98.0],f,other,f,Manhattan,Entire condo,Entire home/apt,>3.0,>1.0,>1.0,>2.0,>200.0,(1.0-12.0],>1.0,0,t,(0.15-0.73],(16.0-32.0],<=2.0,<=2.0,<=6.0,0,5.0
within a day,>99.0,>98.0,f,Jamaica,f,Queens,Private room in home,Private room,<=2.0,<=1.0,<=1.0,(1.0-2.0],<=100.0,>12.0,<=1.0,0,f,>0.73,>32.0,<=2.0,<=2.0,<=6.0,0,4.3
NA,NA,NA,f,other,t,Queens,Private room in home,Private room,<=2.0,NA,NA,NA,NA,>12.0,<=1.0,0,f,(0.15-0.73],<=16.0,>6.0,>2.0,>9.0,0,4.93
NA,NA,NA,f,Upper West Side,t,Manhattan,Entire rental unit,Entire home/apt,(2.0-3.0],NA,<=1.0,NA,NA,>12.0,<=1.0,0,f,(0.15-0.73],(16.0-32.0],>6.0,>2.0,>9.0,0,4.65
NA,NA,NA,f,other,t,Brooklyn,Private room in rental unit,Private room,<=2.0,NA,<=1.0,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,<=16.0,(2.0-6.0],>2.0,>9.0,1,5.0
NA,NA,NA,f,Flatbush,t,Brooklyn,Entire rental unit,Entire home/apt,<=2.0,NA,NA,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,<=16.0,>6.0,>2.0,>9.0,0,4.78
NA,NA,NA,f,other,t,Manhattan,Entire rental unit,Entire home/apt,(2.0-3.0],NA,<=1.0,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,(16.0-32.0],>6.0,>2.0,(6.0-9.0],0,4.67
NA,NA,NA,f,Hell's Kitchen,t,Manhattan,Private room in rental unit,Private room,<=2.0,<=1.0,<=1.0,(1.0-2.0],(100.0-200.0],>12.0,<=1.0,0,f,(0.15-0.73],>32.0,>6.0,>2.0,>9.0,1,4.82
NA,NA,NA,f,other,t,Manhattan,Private room in rental unit,Private room,<=2.0,NA,NA,NA,NA,>12.0,<=1.0,0,f,(0.15-0.73],(16.0-32.0],>6.0,>2.0,>9.0,1,4.29
within a few hours,<=99.0,(78.0-98.0],f,other,t,Staten Island,Private room in home,Private room,<=2.0,<=1.0,<=1.0,<=1.0,<=100.0,>12.0,>1.0,1,f,>0.73,>32.0,>6.0,<=2.0,>9.0,1,4.88
within an hour,>99.0,>98.0,t,other,t,Queens,Private room in home,Private room,<=2.0,<=1.0,<=1.0,<=1.0,<=100.0,>12.0,<=1.0,0,f,(0.15-0.73],(16.0-32.0],>6.0,<=2.0,(6.0-9.0],1,4.81
within a day,<=99.0,<=78.0,f,Flatbush,t,Brooklyn,Private room in rental unit,Private room,<=2.0,NA,NA,NA,NA,>12.0,<=1.0,0,f,(0.15-0.73],(16.0-32.0],>6.0,<=2.0,>9.0,1,4.46
NA,NA,NA,f,other,t,Brooklyn,Entire rental unit,Entire home/apt,(2.0-3.0],NA,<=1.0,NA,NA,>12.0,<=1.0,0,f,(0.15-0.73],<=16.0,>6.0,>2.0,>9.0,0,4.92
a few days or more,<=99.0,>98.0,t,Flushing,t,Queens,Private room in home,Private room,(2.0-3.0],<=1.0,<=1.0,<=1.0,<=100.0,>12.0,>1.0,0,t,>0.73,(16.0-32.0],<=2.0,<=2.0,<=6.0,1,5.0
NA,NA,NA,f,Williamsburg,t,Brooklyn,Entire rental unit,Entire home/apt,<=2.0,NA,NA,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,<=16.0,>6.0,>2.0,>9.0,0,4.5
within a few hours,>99.0,(78.0-98.0],f,Hell's Kitchen,t,Manhattan,Private room in rental unit,Private room,<=2.0,<=1.0,<=1.0,<=1.0,<=100.0,(1.0-12.0],>1.0,0,f,(0.15-0.73],(16.0-32.0],<=2.0,<=2.0,(6.0-9.0],1,5.0
within an hour,>99.0,>98.0,f,other,t,Manhattan,Entire rental unit,Entire home/apt,>3.0,>1.0,>1.0,(1.0-2.0],>200.0,(1.0-12.0],>1.0,0,t,(0.15-0.73],>32.0,<=2.0,<=2.0,<=6.0,0,5.0
within an hour,>99.0,<=78.0,f,other,t,Brooklyn,Private room in home,Private room,<=2.0,>1.0,<=1.0,<=1.0,<=100.0,>12.0,<=1.0,0,f,(0.15-0.73],>32.0,>6.0,<=2.0,(6.0-9.0],1,4.84
within a day,<=99.0,<=78.0,f,Jamaica,t,Queens,Private room in home,Private room,<=2.0,<=1.0,<=1.0,<=1.0,<=100.0,>12.0,>1.0,0,f,>0.73,(16.0-32.0],(2.0-6.0],<=2.0,<=6.0,0,4.62
within an hour,>99.0,<=78.0,f,other,t,Manhattan,Entire rental unit,Entire home/apt,>3.0,>1.0,>1.0,>2.0,>200.0,(1.0-12.0],>1.0,0,f,(0.15-0.73],(16.0-32.0],<=2.0,<=2.0,(6.0-9.0],0,5.0
NA,NA,NA,f,Hell's Kitchen,t,Manhattan,Entire condo,Entire home/apt,<=2.0,NA,>1.0,NA,NA,>12.0,<=1.0,0,f,(0.15-0.73],>32.0,>6.0,<=2.0,>9.0,0,4.91
NA,NA,NA,f,Harlem,t,Manhattan,Entire rental unit,Entire home/apt,<=2.0,NA,<=1.0,NA,NA,<=1.0,<=1.0,0,f,<=0.15,<=16.0,>6.0,>2.0,>9.0,0,5.0
within an hour,<=99.0,(78.0-98.0],t,Jamaica,t,Queens,Private room in home,Private room,<=2.0,<=1.0,<=1.0,<=1.0,<=100.0,(1.0-12.0],<=1.0,0,t,<=0.15,<=16.0,<=2.0,<=2.0,(6.0-9.0],1,5.0
NA,NA,NA,f,Flatbush,t,Brooklyn,Entire rental unit,Entire home/apt,<=2.0,NA,NA,NA,NA,>12.0,<=1.0,0,f,(0.15-0.73],<=16.0,>6.0,>2.0,>9.0,0,4.81
NA,NA,NA,f,other,t,Manhattan,Entire rental unit,Entire home/apt,<=2.0,NA,<=1.0,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,<=16.0,>6.0,>2.0,>9.0,0,4.67
within an hour,>99.0,<=78.0,f,Bedford-Stuyvesant,t,Brooklyn,Entire townhouse,Entire home/apt,>3.0,NA,>1.0,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,>32.0,>6.0,<=2.0,>9.0,0,4.7
NA,NA,NA,f,other,t,Brooklyn,Private room in townhouse,Private room,<=2.0,NA,NA,NA,NA,>12.0,<=1.0,0,f,>0.73,>32.0,>6.0,<=2.0,>9.0,0,4.69
NA,NA,NA,f,other,t,Manhattan,Entire rental unit,Entire home/apt,>3.0,<=1.0,<=1.0,(1.0-2.0],>200.0,(1.0-12.0],>1.0,0,f,(0.15-0.73],>32.0,<=2.0,<=2.0,(6.0-9.0],0,4.45
a few days or more,<=99.0,NA,f,Williamsburg,t,Brooklyn,other,Private room,<=2.0,NA,<=1.0,NA,NA,>12.0,<=1.0,0,t,>0.73,(16.0-32.0],>6.0,>2.0,>9.0,1,4.98
NA,NA,NA,f,Bushwick,t,Brooklyn,Entire rental unit,Entire home/apt,>3.0,NA,>1.0,NA,NA,>12.0,<=1.0,0,f,(0.15-0.73],<=16.0,>6.0,>2.0,>9.0,0,4.64
within an hour,>99.0,(78.0-98.0],f,Williamsburg,t,Brooklyn,Private room in rental unit,Private room,<=2.0,NA,NA,NA,NA,>12.0,>1.0,0,f,>0.73,>32.0,>6.0,<=2.0,>9.0,1,4.56
NA,NA,NA,f,other,t,Manhattan,Private room in rental unit,Private room,<=2.0,NA,NA,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,<=16.0,(2.0-6.0],>2.0,(6.0-9.0],1,4.67
within an hour,>99.0,>98.0,t,other,t,Staten Island,Private room in home,Private room,<=2.0,>1.0,<=1.0,(1.0-2.0],(100.0-200.0],>12.0,>1.0,>1,f,>0.73,>32.0,<=2.0,<=2.0,<=6.0,0,4.84
NA,NA,NA,f,Greenpoint,t,Brooklyn,Entire rental unit,Entire home/apt,(2.0-3.0],NA,>1.0,NA,NA,>12.0,<=1.0,0,f,(0.15-0.73],>32.0,>6.0,>2.0,>9.0,0,4.85
within an hour,>99.0,>98.0,t,Jamaica,t,Queens,Private room in rental unit,Private room,<=2.0,<=1.0,<=1.0,(1.0-2.0],(100.0-200.0],>12.0,>1.0,>1,f,>0.73,>32.0,<=2.0,<=2.0,<=6.0,0,4.92
NA,NA,NA,f,Greenpoint,t,Brooklyn,Private room in rental unit,Private room,<=2.0,NA,NA,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,<=16.0,>6.0,>2.0,>9.0,0,5.0
within an hour,>99.0,<=78.0,f,Bedford-Stuyvesant,f,Brooklyn,Private room in home,Private room,<=2.0,NA,NA,NA,NA,>12.0,<=1.0,0,f,(0.15-0.73],>32.0,>6.0,<=2.0,>9.0,1,4.63
within an hour,>99.0,<=78.0,f,Bedford-Stuyvesant,f,Brooklyn,Private room in rental unit,Private room,<=2.0,NA,NA,NA,NA,>12.0,<=1.0,0,f,>0.73,>32.0,(2.0-6.0],<=2.0,>9.0,1,4.7
within an hour,>99.0,>98.0,t,other,f,Brooklyn,Private room in rental unit,Private room,<=2.0,<=1.0,<=1.0,<=1.0,<=100.0,>12.0,>1.0,>1,f,>0.73,>32.0,(2.0-6.0],<=2.0,<=6.0,1,4.9
NA,NA,NA,f,other,t,Manhattan,Entire rental unit,Entire home/apt,>3.0,NA,NA,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,<=16.0,>6.0,>2.0,>9.0,0,4.5
NA,NA,NA,f,Park Slope,t,Brooklyn,Entire rental unit,Entire home/apt,>3.0,NA,<=1.0,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,<=16.0,>6.0,>2.0,>9.0,0,5.0
NA,NA,NA,f,Harlem,t,Manhattan,Entire rental unit,Entire home/apt,>3.0,NA,<=1.0,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,<=16.0,>6.0,>2.0,>9.0,0,4.67
within an hour,>99.0,>98.0,t,other,f,Brooklyn,Private room in rental unit,Private room,<=2.0,<=1.0,<=1.0,<=1.0,<=100.0,>12.0,>1.0,>1,f,>0.73,>32.0,(2.0-6.0],<=2.0,<=6.0,0,4.91
NA,NA,NA,f,other,t,Manhattan,Entire rental unit,Entire home/apt,<=2.0,NA,<=1.0,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,<=16.0,>6.0,>2.0,>9.0,0,4.4
NA,NA,NA,f,other,t,Manhattan,Entire rental unit,Entire home/apt,(2.0-3.0],NA,<=1.0,NA,NA,>12.0,<=1.0,0,t,(0.15-0.73],<=16.0,>6.0,>2.0,>9.0,0,4.58
within a few hours,>99.0,(78.0-98.0],t,other,t,Brooklyn,Private room in home,Private room,<=2.0,>1.0,>1.0,>2.0,(100.0-200.0],>12.0,>1.0,>1,f,>0.73,>32.0,>6.0,<=2.0,>9.0,0,4.94
NA,NA,NA,f,other,t,Brooklyn,Entire home,Entire home/apt,>3.0,NA,>1.0,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,<=16.0,>6.0,>2.0,>9.0,0,4.0
within a few hours,>99.0,<=78.0,f,other,t,Brooklyn,Entire rental unit,Entire home/apt,>3.0,<=1.0,<=1.0,<=1.0,(100.0-200.0],>12.0,<=1.0,0,f,(0.15-0.73],(16.0-32.0],>6.0,<=2.0,(6.0-9.0],0,4.25
NA,NA,NA,f,Park Slope,t,Brooklyn,Entire rental unit,Entire home/apt,<=2.0,NA,<=1.0,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,<=16.0,>6.0,>2.0,>9.0,0,4.63
NA,NA,NA,f,other,t,Brooklyn,Entire rental unit,Entire home/apt,>3.0,NA,>1.0,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,<=16.0,>6.0,>2.0,>9.0,0,4.8
NA,NA,NA,f,Upper West Side,t,Manhattan,Entire rental unit,Entire home/apt,<=2.0,NA,NA,NA,NA,>12.0,<=1.0,0,f,(0.15-0.73],(16.0-32.0],>6.0,>2.0,(6.0-9.0],0,4.95
NA,NA,(78.0-98.0],f,Williamsburg,t,Brooklyn,Private room in rental unit,Private room,<=2.0,NA,NA,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,(16.0-32.0],(2.0-6.0],>2.0,>9.0,0,4.63
