host_name,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_identity_verified,neighbourhood_group_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,instant_bookable,reviews_per_month,#amenities,first_review_year,last_review_year,host_since_year,shared_bathroom,review_scores_rating
Kaitlin,NA,NA,NA,f,other,t,Manhattan,Private room in rental unit,Private room,<=2.0,NA,NA,NA,NA,<=1.0,<=1.0,0,f,<=0.15,<=16.0,(2.0-6.0],>2.0,(6.0-9.0],1,5.0
Ioanna,NA,NA,NA,f,other,t,Queens,Entire rental unit,Entire home/apt,(2.0-3.0],NA,<=1.0,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,<=16.0,>6.0,>2.0,(6.0-9.0],0,5.0
Genna,NA,NA,NA,f,other,t,Manhattan,Entire rental unit,Entire home/apt,<=2.0,NA,NA,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,<=16.0,(2.0-6.0],>2.0,(6.0-9.0],0,5.0
Adriana,NA,NA,NA,f,other,t,Manhattan,Entire rental unit,Entire home/apt,<=2.0,NA,<=1.0,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,<=16.0,>6.0,>2.0,>9.0,0,5.0
Patt,NA,NA,(78.0-98.0],t,other,t,Bronx,Private room in home,Private room,<=2.0,<=1.0,<=1.0,(1.0-2.0],(100.0-200.0],(1.0-12.0],>1.0,0,f,(0.15-0.73],<=16.0,<=2.0,<=2.0,<=6.0,0,4.43
Blaine,NA,NA,NA,f,Bushwick,t,Brooklyn,Private room in rental unit,Private room,<=2.0,NA,NA,NA,NA,<=1.0,<=1.0,0,f,<=0.15,<=16.0,(2.0-6.0],>2.0,(6.0-9.0],1,5.0
Daniel,NA,NA,NA,f,other,t,Brooklyn,Entire rental unit,Entire home/apt,>3.0,NA,>1.0,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,(16.0-32.0],(2.0-6.0],>2.0,<=6.0,0,5.0
Lou,NA,NA,NA,f,other,f,Brooklyn,Private room in rental unit,Private room,<=2.0,NA,NA,NA,NA,(1.0-12.0],<=1.0,0,t,<=0.15,(16.0-32.0],(2.0-6.0],>2.0,<=6.0,0,4.5
Bramble,NA,NA,NA,f,other,t,Manhattan,Entire rental unit,Entire home/apt,<=2.0,NA,NA,NA,NA,<=1.0,<=1.0,0,f,<=0.15,<=16.0,(2.0-6.0],>2.0,>9.0,0,5.0
Celine,NA,NA,NA,f,Williamsburg,t,Brooklyn,Private room in rental unit,Private room,<=2.0,NA,NA,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,<=16.0,(2.0-6.0],>2.0,(6.0-9.0],1,5.0
Joaquin,NA,NA,NA,f,Hell's Kitchen,t,Manhattan,Entire rental unit,Entire home/apt,>3.0,NA,>1.0,NA,NA,<=1.0,<=1.0,0,f,<=0.15,<=16.0,(2.0-6.0],>2.0,(6.0-9.0],0,5.0
Kayla,NA,NA,NA,f,other,f,Manhattan,Private room in rental unit,Private room,<=2.0,NA,NA,NA,NA,<=1.0,<=1.0,0,f,<=0.15,<=16.0,(2.0-6.0],>2.0,(6.0-9.0],1,5.0
Rafael,NA,NA,NA,f,Elmhurst,t,Queens,Private room in townhouse,Private room,<=2.0,NA,NA,NA,NA,>12.0,<=1.0,0,f,(0.15-0.73],<=16.0,(2.0-6.0],>2.0,(6.0-9.0],1,4.83
Stefanos,NA,NA,NA,f,Astoria,t,Queens,Private room in home,Private room,<=2.0,NA,<=1.0,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,<=16.0,(2.0-6.0],>2.0,>9.0,1,4.8
Keegan,NA,NA,NA,f,Upper East Side,f,Manhattan,Entire rental unit,Entire home/apt,<=2.0,NA,<=1.0,NA,NA,(1.0-12.0],<=1.0,0,t,<=0.15,<=16.0,(2.0-6.0],>2.0,<=6.0,0,4.5
Koffi,within a day,<=99.0,>98.0,t,other,t,Bronx,Private room in rental unit,Private room,<=2.0,<=1.0,<=1.0,<=1.0,<=100.0,>12.0,<=1.0,0,t,>0.73,<=16.0,<=2.0,<=2.0,<=6.0,1,4.63
Linda,NA,NA,NA,f,other,t,Brooklyn,Private room in home,Private room,<=2.0,NA,NA,NA,NA,(1.0-12.0],<=1.0,0,f,(0.15-0.73],<=16.0,(2.0-6.0],>2.0,<=6.0,1,4.67
Eve,NA,NA,NA,f,other,t,Manhattan,Entire rental unit,Entire home/apt,<=2.0,NA,<=1.0,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,<=16.0,(2.0-6.0],>2.0,>9.0,0,5.0
Chamber Hotel,NA,NA,NA,f,other,t,Manhattan,other,Hotel room,>3.0,NA,NA,NA,NA,<=1.0,<=1.0,0,t,<=0.15,<=16.0,(2.0-6.0],>2.0,<=6.0,0,4.0
Edina,NA,NA,NA,f,other,f,Queens,Entire home,Entire home/apt,>3.0,NA,>1.0,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,(16.0-32.0],(2.0-6.0],>2.0,<=6.0,0,5.0
Linda,NA,NA,NA,f,other,t,Brooklyn,Private room in home,Private room,<=2.0,NA,NA,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,<=16.0,(2.0-6.0],>2.0,<=6.0,1,4.8
Liz,NA,NA,NA,f,other,t,Manhattan,Entire rental unit,Entire home/apt,(2.0-3.0],NA,<=1.0,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,<=16.0,(2.0-6.0],>2.0,<=6.0,0,4.64
Julie,within a day,>99.0,<=78.0,t,other,t,Brooklyn,other,Private room,<=2.0,NA,NA,NA,NA,>12.0,>1.0,>1,f,(0.15-0.73],(16.0-32.0],(2.0-6.0],<=2.0,(6.0-9.0],1,4.73
Griffin,NA,NA,NA,f,Bushwick,t,Brooklyn,Private room in rental unit,Private room,<=2.0,NA,NA,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,<=16.0,(2.0-6.0],>2.0,>9.0,1,5.0
Carinne,NA,NA,NA,f,other,t,Manhattan,Private room in rental unit,Private room,<=2.0,NA,>1.0,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,<=16.0,(2.0-6.0],>2.0,>9.0,1,4.83
Ola,NA,NA,NA,f,other,t,Manhattan,Entire rental unit,Entire home/apt,>3.0,NA,<=1.0,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,<=16.0,(2.0-6.0],>2.0,>9.0,0,5.0
Ana,NA,NA,NA,f,other,t,Manhattan,Entire rental unit,Entire home/apt,<=2.0,NA,<=1.0,NA,NA,>12.0,<=1.0,0,f,>0.73,(16.0-32.0],(2.0-6.0],>2.0,>9.0,0,4.78
Mariluz,NA,NA,NA,f,other,t,Manhattan,other,Shared room,<=2.0,NA,NA,NA,NA,>12.0,<=1.0,0,f,>0.73,<=16.0,(2.0-6.0],>2.0,<=6.0,1,4.61
Brent,NA,NA,NA,f,other,t,Brooklyn,Entire rental unit,Entire home/apt,<=2.0,NA,<=1.0,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,<=16.0,(2.0-6.0],>2.0,(6.0-9.0],0,5.0
David,NA,NA,NA,f,other,t,Manhattan,Private room in rental unit,Private room,<=2.0,NA,<=1.0,NA,NA,>12.0,<=1.0,0,f,(0.15-0.73],(16.0-32.0],(2.0-6.0],>2.0,<=6.0,1,5.0
Kethy,NA,NA,NA,f,Bushwick,t,Brooklyn,Entire rental unit,Entire home/apt,<=2.0,NA,NA,NA,NA,<=1.0,<=1.0,0,f,<=0.15,<=16.0,(2.0-6.0],>2.0,(6.0-9.0],0,4.0
Christopher,NA,NA,NA,f,other,t,Manhattan,Entire rental unit,Entire home/apt,<=2.0,NA,<=1.0,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,<=16.0,(2.0-6.0],>2.0,>9.0,0,4.56
Sharon,NA,NA,NA,f,Astoria,t,Queens,Entire rental unit,Entire home/apt,<=2.0,NA,<=1.0,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,<=16.0,(2.0-6.0],>2.0,(6.0-9.0],0,5.0
Yibin,NA,NA,NA,f,other,t,Manhattan,Entire rental unit,Entire home/apt,(2.0-3.0],NA,NA,NA,NA,<=1.0,<=1.0,0,f,<=0.15,<=16.0,(2.0-6.0],>2.0,(6.0-9.0],0,5.0
Ali,NA,NA,NA,f,other,t,Manhattan,Private room in rental unit,Private room,<=2.0,NA,NA,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,<=16.0,(2.0-6.0],>2.0,>9.0,1,5.0
Wei,NA,NA,NA,f,other,t,Queens,Private room in townhouse,Private room,<=2.0,NA,NA,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,<=16.0,(2.0-6.0],>2.0,<=6.0,1,4.29
Jane & Ian,NA,NA,NA,f,other,t,Manhattan,Private room in rental unit,Private room,<=2.0,NA,NA,NA,NA,>12.0,<=1.0,0,f,>0.73,<=16.0,(2.0-6.0],>2.0,(6.0-9.0],1,4.77
Oy,NA,NA,NA,f,Hell's Kitchen,t,Manhattan,Private room in rental unit,Private room,<=2.0,NA,<=1.0,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,<=16.0,(2.0-6.0],>2.0,<=6.0,0,5.0
Alexander,NA,NA,NA,f,Bushwick,f,Brooklyn,Private room in rental unit,Private room,<=2.0,NA,NA,NA,NA,<=1.0,<=1.0,0,f,<=0.15,<=16.0,(2.0-6.0],>2.0,<=6.0,1,5.0
Susan,NA,NA,NA,f,Bushwick,t,Brooklyn,Entire rental unit,Entire home/apt,>3.0,NA,>1.0,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,(16.0-32.0],(2.0-6.0],>2.0,(6.0-9.0],0,5.0
Yueying,NA,NA,NA,f,Upper West Side,t,Manhattan,Private room in rental unit,Private room,<=2.0,NA,<=1.0,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,<=16.0,(2.0-6.0],>2.0,<=6.0,1,4.5
Freija,NA,NA,NA,f,other,t,Brooklyn,Private room in rental unit,Private room,<=2.0,NA,NA,NA,NA,<=1.0,<=1.0,0,f,<=0.15,<=16.0,(2.0-6.0],>2.0,(6.0-9.0],1,4.0
Matthew,NA,NA,NA,f,Bedford-Stuyvesant,t,Brooklyn,Private room in townhouse,Private room,<=2.0,NA,NA,NA,NA,<=1.0,<=1.0,0,f,<=0.15,<=16.0,(2.0-6.0],>2.0,<=6.0,1,4.0
Natasha,NA,NA,NA,f,other,t,Brooklyn,Entire rental unit,Entire home/apt,<=2.0,NA,NA,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,<=16.0,(2.0-6.0],>2.0,(6.0-9.0],0,5.0
Rosa,NA,NA,NA,f,other,t,Manhattan,Private room in rental unit,Private room,>3.0,NA,NA,NA,NA,>12.0,<=1.0,0,f,(0.15-0.73],<=16.0,(2.0-6.0],>2.0,<=6.0,1,4.44
Albert,NA,NA,NA,f,other,t,Bronx,Private room in rental unit,Private room,<=2.0,NA,NA,NA,NA,<=1.0,<=1.0,0,f,<=0.15,<=16.0,(2.0-6.0],>2.0,(6.0-9.0],1,5.0
John J.,NA,NA,NA,f,Hell's Kitchen,t,Manhattan,other,Shared room,<=2.0,NA,NA,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,(16.0-32.0],(2.0-6.0],>2.0,<=6.0,1,4.0
Tarrus,NA,NA,NA,f,Prospect Lefferts Gardens,f,Brooklyn,Private room in rental unit,Private room,<=2.0,NA,NA,NA,NA,>12.0,<=1.0,0,t,>0.73,<=16.0,(2.0-6.0],<=2.0,<=6.0,1,4.6
Shoreham,NA,NA,NA,f,other,f,Manhattan,Entire rental unit,Entire home/apt,<=2.0,NA,<=1.0,NA,NA,>12.0,<=1.0,0,f,(0.15-0.73],<=16.0,(2.0-6.0],<=2.0,<=6.0,0,4.05
Jorey,NA,NA,NA,f,Bushwick,t,Brooklyn,Private room in rental unit,Private room,<=2.0,NA,NA,NA,NA,<=1.0,<=1.0,0,f,<=0.15,<=16.0,(2.0-6.0],>2.0,(6.0-9.0],1,5.0
Orit,within a few hours,>99.0,>98.0,f,other,t,Brooklyn,Private room in rental unit,Private room,<=2.0,NA,NA,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,<=16.0,(2.0-6.0],<=2.0,>9.0,1,5.0
Azi,NA,NA,NA,f,other,t,Manhattan,Entire rental unit,Entire home/apt,<=2.0,NA,<=1.0,NA,NA,(1.0-12.0],<=1.0,0,f,(0.15-0.73],(16.0-32.0],<=2.0,<=2.0,(6.0-9.0],0,5.0
Stav,NA,NA,NA,f,Upper East Side,t,Manhattan,Entire rental unit,Entire home/apt,>3.0,NA,<=1.0,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,<=16.0,(2.0-6.0],>2.0,>9.0,0,4.0
Joe,NA,NA,NA,f,Hell's Kitchen,t,Manhattan,Private room in rental unit,Private room,<=2.0,NA,NA,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,<=16.0,(2.0-6.0],>2.0,<=6.0,0,4.13
Anna,NA,NA,NA,f,other,t,Brooklyn,Private room in rental unit,Private room,<=2.0,NA,NA,NA,NA,<=1.0,<=1.0,0,f,<=0.15,<=16.0,(2.0-6.0],>2.0,(6.0-9.0],0,5.0
Milena,NA,NA,NA,f,other,t,Queens,Private room in home,Private room,<=2.0,NA,NA,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,<=16.0,(2.0-6.0],>2.0,<=6.0,1,5.0
Shoreham,NA,NA,NA,f,other,f,Manhattan,Entire rental unit,Entire home/apt,<=2.0,NA,<=1.0,NA,NA,>12.0,<=1.0,0,f,>0.73,<=16.0,(2.0-6.0],<=2.0,<=6.0,0,4.48
Nomad,within an hour,>99.0,(78.0-98.0],f,other,t,Manhattan,Entire rental unit,Entire home/apt,>3.0,NA,NA,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,(16.0-32.0],(2.0-6.0],<=2.0,<=6.0,0,5.0
Sarina,NA,NA,NA,f,other,t,Manhattan,Entire rental unit,Entire home/apt,<=2.0,NA,NA,NA,NA,(1.0-12.0],<=1.0,0,f,(0.15-0.73],<=16.0,(2.0-6.0],>2.0,>9.0,0,4.9
Jose,within an hour,>99.0,>98.0,f,other,t,Bronx,Entire home,Entire home/apt,<=2.0,<=1.0,<=1.0,(1.0-2.0],<=100.0,>12.0,<=1.0,0,f,>0.73,>32.0,(2.0-6.0],<=2.0,<=6.0,0,4.26
Amy,NA,NA,NA,f,other,t,Brooklyn,Private room in rental unit,Private room,<=2.0,NA,NA,NA,NA,<=1.0,<=1.0,0,f,<=0.15,<=16.0,(2.0-6.0],>2.0,<=6.0,1,4.0
Mo,NA,NA,NA,f,Bedford-Stuyvesant,t,Brooklyn,Private room in rental unit,Private room,<=2.0,NA,NA,NA,NA,(1.0-12.0],<=1.0,0,f,(0.15-0.73],(16.0-32.0],(2.0-6.0],>2.0,<=6.0,1,4.55
Abeer,NA,NA,NA,f,other,t,Queens,Private room in rental unit,Private room,<=2.0,NA,<=1.0,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,<=16.0,(2.0-6.0],<=2.0,<=6.0,0,5.0
Shoreham,NA,NA,NA,f,other,f,Manhattan,Entire rental unit,Entire home/apt,<=2.0,NA,<=1.0,NA,NA,>12.0,<=1.0,0,f,>0.73,<=16.0,(2.0-6.0],<=2.0,<=6.0,0,4.07
Shoreham,NA,NA,NA,f,other,f,Manhattan,Entire rental unit,Entire home/apt,<=2.0,NA,<=1.0,NA,NA,>12.0,<=1.0,0,f,>0.73,<=16.0,(2.0-6.0],<=2.0,<=6.0,0,4.68
Evgeny,within a day,>99.0,>98.0,f,other,t,Brooklyn,Private room in rental unit,Private room,<=2.0,NA,NA,NA,NA,(1.0-12.0],<=1.0,0,t,<=0.15,(16.0-32.0],(2.0-6.0],>2.0,(6.0-9.0],1,5.0
Marinda,NA,NA,NA,f,other,t,Brooklyn,other,Private room,<=2.0,NA,NA,NA,NA,<=1.0,<=1.0,0,f,<=0.15,<=16.0,(2.0-6.0],>2.0,<=6.0,1,5.0
Dafna,NA,NA,NA,f,other,t,Brooklyn,Entire rental unit,Entire home/apt,<=2.0,NA,<=1.0,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,<=16.0,(2.0-6.0],>2.0,<=6.0,0,5.0
Fernando,within a day,>99.0,<=78.0,f,Hell's Kitchen,f,Manhattan,Entire rental unit,Entire home/apt,<=2.0,NA,NA,NA,NA,(1.0-12.0],<=1.0,0,t,<=0.15,(16.0-32.0],(2.0-6.0],<=2.0,>9.0,0,5.0
Danny,NA,NA,NA,f,Flushing,t,Queens,Private room in rental unit,Private room,<=2.0,NA,<=1.0,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,<=16.0,(2.0-6.0],>2.0,(6.0-9.0],1,3.8
Christina,within an hour,<=99.0,(78.0-98.0],f,other,t,Manhattan,Private room in rental unit,Private room,<=2.0,NA,<=1.0,NA,NA,>12.0,<=1.0,0,t,(0.15-0.73],(16.0-32.0],(2.0-6.0],<=2.0,>9.0,0,4.22
Alan,within an hour,>99.0,<=78.0,f,other,t,Brooklyn,Private room in rental unit,Private room,<=2.0,NA,>1.0,NA,NA,>12.0,<=1.0,0,f,>0.73,<=16.0,<=2.0,<=2.0,<=6.0,1,4.95
Eugene,within an hour,<=99.0,<=78.0,f,Flatbush,t,Brooklyn,other,Private room,<=2.0,NA,<=1.0,NA,NA,<=1.0,<=1.0,0,f,<=0.15,<=16.0,<=2.0,<=2.0,>9.0,1,5.0
Daniela,NA,NA,NA,f,other,t,Manhattan,Entire rental unit,Entire home/apt,<=2.0,NA,NA,NA,NA,<=1.0,<=1.0,0,f,<=0.15,<=16.0,<=2.0,<=2.0,>9.0,0,4.0
Nicholas,NA,NA,NA,f,other,f,Manhattan,Entire rental unit,Entire home/apt,<=2.0,NA,<=1.0,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,(16.0-32.0],(2.0-6.0],>2.0,(6.0-9.0],0,4.67
Valentine,NA,NA,NA,f,other,t,Manhattan,Private room in rental unit,Private room,<=2.0,NA,NA,NA,NA,<=1.0,<=1.0,0,f,<=0.15,<=16.0,(2.0-6.0],>2.0,<=6.0,0,5.0
Or,NA,NA,NA,f,other,t,Manhattan,Entire rental unit,Entire home/apt,<=2.0,NA,>1.0,NA,NA,<=1.0,<=1.0,0,f,<=0.15,<=16.0,<=2.0,<=2.0,(6.0-9.0],0,5.0
Borja,NA,NA,NA,f,Williamsburg,t,Brooklyn,Entire rental unit,Entire home/apt,<=2.0,NA,<=1.0,NA,NA,(1.0-12.0],<=1.0,0,f,(0.15-0.73],(16.0-32.0],<=2.0,<=2.0,(6.0-9.0],0,5.0
Omar,NA,NA,NA,f,other,t,Bronx,Entire rental unit,Entire home/apt,<=2.0,<=1.0,<=1.0,<=1.0,>200.0,(1.0-12.0],<=1.0,0,f,<=0.15,<=16.0,(2.0-6.0],>2.0,(6.0-9.0],0,5.0
Kathlene,NA,NA,NA,f,Flushing,t,Queens,Private room in rental unit,Private room,<=2.0,<=1.0,>1.0,<=1.0,>200.0,<=1.0,<=1.0,0,f,<=0.15,<=16.0,<=2.0,<=2.0,(6.0-9.0],1,5.0
Mondrian Park Avenue,within an hour,>99.0,(78.0-98.0],f,other,t,Manhattan,Room in hotel,Private room,<=2.0,NA,<=1.0,NA,NA,<=1.0,<=1.0,0,t,(0.15-0.73],<=16.0,<=2.0,<=2.0,<=6.0,0,4.0
Jullett,NA,NA,NA,f,Jamaica,t,Queens,Private room in home,Private room,<=2.0,NA,<=1.0,NA,NA,>12.0,<=1.0,0,f,(0.15-0.73],<=16.0,>6.0,>2.0,>9.0,1,4.35
Malaleel,NA,NA,NA,f,other,t,Bronx,Private room in rental unit,Private room,<=2.0,NA,NA,NA,NA,<=1.0,<=1.0,0,f,<=0.15,<=16.0,<=2.0,<=2.0,<=6.0,1,5.0
Camilo,a few days or more,<=99.0,NA,f,other,t,Queens,Entire home,Entire home/apt,>3.0,NA,<=1.0,NA,NA,(1.0-12.0],<=1.0,0,f,(0.15-0.73],(16.0-32.0],<=2.0,<=2.0,<=6.0,0,4.5
Maxwell,NA,NA,NA,f,other,t,Queens,Private room in home,Private room,<=2.0,NA,NA,NA,NA,(1.0-12.0],<=1.0,0,f,(0.15-0.73],<=16.0,<=2.0,<=2.0,<=6.0,1,4.5
Agnese,NA,NA,NA,f,Williamsburg,t,Brooklyn,Private room in rental unit,Private room,<=2.0,NA,NA,NA,NA,(1.0-12.0],<=1.0,0,t,<=0.15,(16.0-32.0],<=2.0,<=2.0,(6.0-9.0],1,5.0
Tim,NA,NA,NA,f,Williamsburg,t,Brooklyn,Private room in rental unit,Private room,<=2.0,NA,<=1.0,NA,NA,<=1.0,<=1.0,0,f,<=0.15,<=16.0,>6.0,>2.0,>9.0,1,4.0
Ben,NA,NA,NA,f,Greenpoint,t,Brooklyn,Entire loft,Entire home/apt,>3.0,NA,<=1.0,NA,NA,>12.0,<=1.0,0,f,(0.15-0.73],<=16.0,>6.0,>2.0,>9.0,0,4.98
Marceline,NA,NA,NA,f,other,f,Brooklyn,Entire home,Entire home/apt,<=2.0,NA,<=1.0,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,<=16.0,>6.0,>2.0,>9.0,0,4.63
LuxUrban,a few days or more,<=99.0,>98.0,f,other,t,Manhattan,Room in hotel,Private room,<=2.0,NA,<=1.0,NA,NA,(1.0-12.0],>1.0,0,t,(0.15-0.73],<=16.0,<=2.0,<=2.0,<=6.0,0,2.67
Fakhar,within an hour,>99.0,>98.0,t,Bedford-Stuyvesant,t,Brooklyn,other,Private room,>3.0,NA,NA,NA,NA,(1.0-12.0],<=1.0,0,t,<=0.15,<=16.0,<=2.0,<=2.0,<=6.0,0,4.33
Natalia,NA,NA,NA,t,Crown Heights,t,Brooklyn,Private room in rental unit,Private room,<=2.0,NA,NA,NA,NA,>12.0,>1.0,0,f,>0.73,(16.0-32.0],<=2.0,<=2.0,<=6.0,1,4.83
Jullett,NA,NA,NA,f,Jamaica,t,Queens,Private room in home,Private room,(2.0-3.0],NA,>1.0,NA,NA,>12.0,<=1.0,0,f,(0.15-0.73],<=16.0,>6.0,>2.0,>9.0,1,4.18
Saadia,within an hour,>99.0,(78.0-98.0],t,other,t,Manhattan,Entire rental unit,Entire home/apt,<=2.0,NA,NA,NA,NA,<=1.0,<=1.0,0,f,(0.15-0.73],<=16.0,<=2.0,<=2.0,<=6.0,0,5.0
Cassandra,NA,NA,NA,f,Flatbush,f,Brooklyn,Private room in rental unit,Private room,<=2.0,NA,NA,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,<=16.0,>6.0,>2.0,>9.0,0,4.71
Mari,NA,NA,NA,f,Crown Heights,f,Brooklyn,Entire rental unit,Entire home/apt,<=2.0,NA,NA,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,<=16.0,>6.0,>2.0,>9.0,0,5.0
Ali,NA,NA,NA,f,Crown Heights,t,Brooklyn,Private room in rental unit,Private room,<=2.0,NA,<=1.0,NA,NA,<=1.0,<=1.0,0,f,<=0.15,<=16.0,>6.0,>2.0,>9.0,0,5.0
Emily,NA,NA,NA,f,other,t,Brooklyn,Entire rental unit,Entire home/apt,>3.0,NA,>1.0,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,<=16.0,>6.0,>2.0,>9.0,0,4.6
Wil,NA,NA,NA,f,other,t,Manhattan,Entire rental unit,Entire home/apt,<=2.0,NA,<=1.0,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,<=16.0,>6.0,>2.0,>9.0,0,4.89
LuxUrban,a few days or more,<=99.0,>98.0,f,other,t,Brooklyn,Room in hotel,Private room,<=2.0,NA,<=1.0,NA,NA,(1.0-12.0],>1.0,0,t,(0.15-0.73],<=16.0,<=2.0,<=2.0,<=6.0,0,4.5
Chida,within a few hours,<=99.0,(78.0-98.0],,other,t,Brooklyn,Private room in home,Private room,<=2.0,NA,NA,NA,NA,(1.0-12.0],>1.0,0,f,(0.15-0.73],<=16.0,<=2.0,<=2.0,<=6.0,0,5.0
Rodney,NA,NA,NA,f,Long Island City,t,Queens,Entire rental unit,Entire home/apt,(2.0-3.0],NA,<=1.0,NA,NA,<=1.0,<=1.0,0,f,<=0.15,<=16.0,>6.0,>2.0,>9.0,0,4.0
Arash,NA,NA,NA,f,other,t,Manhattan,Private room in rental unit,Private room,<=2.0,NA,NA,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,<=16.0,>6.0,>2.0,>9.0,0,4.0
Segun,within an hour,>99.0,>98.0,f,other,t,Bronx,Entire rental unit,Entire home/apt,<=2.0,<=1.0,<=1.0,<=1.0,<=100.0,>12.0,>1.0,0,t,>0.73,<=16.0,(2.0-6.0],<=2.0,(6.0-9.0],0,4.22
Erin,NA,NA,NA,f,Hell's Kitchen,t,Manhattan,Entire rental unit,Entire home/apt,<=2.0,NA,NA,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,<=16.0,>6.0,>2.0,>9.0,0,4.91
Chris,NA,NA,NA,f,other,t,Manhattan,Private room in rental unit,Private room,<=2.0,NA,NA,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,<=16.0,>6.0,>2.0,>9.0,0,4.25
Eric,NA,NA,NA,f,other,f,Brooklyn,Entire rental unit,Entire home/apt,<=2.0,NA,<=1.0,NA,NA,<=1.0,<=1.0,0,f,<=0.15,<=16.0,>6.0,>2.0,>9.0,0,5.0
Ryan,NA,NA,NA,f,Crown Heights,t,Brooklyn,Entire rental unit,Entire home/apt,<=2.0,NA,<=1.0,NA,NA,<=1.0,<=1.0,0,f,<=0.15,<=16.0,>6.0,>2.0,>9.0,0,5.0
Leanne,NA,NA,NA,f,Crown Heights,f,Brooklyn,Private room in rental unit,Private room,<=2.0,NA,NA,NA,NA,<=1.0,<=1.0,0,f,<=0.15,<=16.0,>6.0,>2.0,>9.0,0,5.0
Anatol,NA,NA,NA,f,other,t,Brooklyn,Entire rental unit,Entire home/apt,<=2.0,NA,<=1.0,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,<=16.0,>6.0,>2.0,>9.0,0,5.0
Monica,NA,NA,NA,f,other,f,Queens,Entire rental unit,Entire home/apt,<=2.0,NA,NA,NA,NA,<=1.0,<=1.0,0,f,<=0.15,<=16.0,>6.0,>2.0,>9.0,0,4.0
June,NA,NA,NA,f,Astoria,t,Queens,Entire rental unit,Entire home/apt,>3.0,NA,<=1.0,NA,NA,<=1.0,<=1.0,0,f,<=0.15,<=16.0,>6.0,>2.0,>9.0,0,4.0
Olga,NA,NA,NA,f,other,t,Manhattan,Entire rental unit,Entire home/apt,<=2.0,NA,>1.0,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,<=16.0,>6.0,>2.0,>9.0,0,4.5
Valmik,NA,NA,NA,f,Hell's Kitchen,t,Manhattan,Entire rental unit,Entire home/apt,<=2.0,NA,NA,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,<=16.0,>6.0,>2.0,>9.0,0,5.0
Aditi,NA,NA,NA,f,other,t,Manhattan,Private room in home,Private room,<=2.0,NA,NA,NA,NA,<=1.0,<=1.0,0,f,<=0.15,<=16.0,>6.0,>2.0,>9.0,0,4.0
Robert,a few days or more,<=99.0,<=78.0,f,other,t,Queens,other,Entire home/apt,<=2.0,<=1.0,<=1.0,<=1.0,<=100.0,(1.0-12.0],<=1.0,0,f,(0.15-0.73],<=16.0,<=2.0,<=2.0,(6.0-9.0],0,5.0
